categoryID,Unnamed: 0,round,category,categoryComment,categoryAssigned,subcategoryAssigned,questionSet
4484,4371,1,FILM FACTS,,Entertainment,Movies & Film,1
4501,4388,2,U.S. LAKES,,Geography,Bodies of Water,1
4507,4394,3,FAMOUS FILMS,,Entertainment,Movies & Film,1
4517,4404,2,FILMS OF THE '90s,,Entertainment,Movies & Film,1
4540,4427,2,ASTRONOMY,,Science,Outer Space,1
4554,4441,2,1970s TV,,Entertainment,Television,1
4564,4451,1,CHINESE CALENDAR ANIMALS,,Nature,Zoology,1
4599,4485,1,LITERATURE,,Language,Literature,1
4601,4487,1,PLAY REVIVALS,,Culture,Theatre,1
4606,4492,2,WHERE'S THE COLLEGE?,(Alex: You have to give the location of the main campus in this category),Other,Colleges & Universities,1
4612,4498,1,NAME THE COUNTRY,,Geography,Countries,1
4619,4505,2,AT THE MOVIES,,Entertainment,Movies & Film,1
4622,4508,2,TOURIST TREATS,,Culture,Food & Drink,1
4627,4512,1,TREE-VIA,,Nature,Trees,1
4634,4519,2,THE CABINET,,Politics,Government,1
4637,4522,3,BUSINESS HISTORY,,Business,Companies,1
4646,4529,2,OPERA CHARACTERS,,Culture,Theatre,1
4654,4537,1,GOING TO THE DOGS,,Nature,Pets,1
4657,4540,2,POETS & POETRY,,Language,Literature,1
4672,4555,2,THE PLANETS,,Science,Outer Space,1
4677,4560,1,THE WAR YEARS,(Alex: We want you to identify the war.),History,War,1
4685,4568,2,SONGS FROM MUSICALS,(Alex: You have to identify the musical.),Music,Contemporary Music,1
4690,4573,1,BALLET'S IN THE HOUSE,(Alex: You have to give the home city of each ballet company),Culture,Theatre,1
4714,4596,2,STATE OF CONFUSION,,Geography,States,1
4717,4599,1,OLD HAT,,Culture,Fashion,1
4725,4607,2,THE MOVIE STAR,,Entertainment,Movies & Film,1
4731,4613,1,SELF-TITLED ALBUMS,,Music,Contemporary Music,1
4738,4620,2,HISTORICAL NOVELS,,Language,Literature,1
4745,4627,1,WHAT A DOG!,,Nature,Pets,1
4746,4628,1,IN THE MIDDLE OF THE STATE,,Geography,States,1
4755,4637,1,A WORLD OF ART,,Culture,Art,1
4791,4673,2,TAKE A LETTER,,Language,Literature,1
4798,4680,1,C'EST CHEESE!,,Culture,Food & Drink,1
4805,4687,2,I AM AN ISLAND,,Geography,Islands,1
4807,4689,1,FLAGS,,Other,Flags,1
4810,4692,1,U.S. COINS,,Other,Money,1
4828,4710,2,YOU GOT MY LITERARY NUMBER,,Language,Literature,1
4835,4717,1,CONTINENTAL HIGH POINTS,(Alex: We want you to name the continent as we give you...),Geography,Mountains,1
4856,4738,2,POETS & POETRY,,Language,Literature,1
4862,4744,1,CREAM CHEESE,,Culture,Food & Drink,1
4880,4762,2,U.S. RIVERS,,Geography,Bodies of Water,1
4888,4770,1,OLD SCHOOL,,Other,Colleges & Universities,1
4894,4776,2,LET'S GO PARK,,Nature,Parks,1
4909,4791,2,"PHONY.""COM""s",,Entertainment,Internet,1
4910,4792,3,STATE CAPITALS,,Geography,Cities,1
4920,4802,2,THE VICE PRESIDENCY,,Politics,Presidents,1
4927,4809,1,"YOU'RE THE MAN NOW, DOG!",,Nature,Pets,1
4928,4810,1,STATE TREES,,Nature,Trees,1
4932,4814,2,TEENS IN LITERATURE,,Language,Literature,1
4937,4819,1,STATE CAPITALS,,Geography,Cities,1
4944,4826,2,BROADWAY TEENS,,Culture,Theatre,1
4981,4862,1,FOOD CROSSWORD CLUES,,Culture,Food & Drink,1
5022,4903,2,WATCH YOUR TONGUE,,Language,Languages,1
5038,4919,2,MUSICAL INSPIRATIONS,,Culture,Theatre,1
5050,4931,2,21st CENTURY FILMS,,Entertainment,Movies & Film,1
5099,4977,2,OPERA,,Culture,Theatre,1
5101,4979,2,FRUIT,,Culture,Food & Drink,1
5113,4991,2,THE KING & I,,History,Monarchies,1
5126,5004,2,THE WINTER OLYMPICS,,Sports,Competition,1
5138,5016,2,OPERA,,Culture,Theatre,1
5140,5018,2,QUOTATIONS,,Language,Literature,1
5143,5021,2,4-LETTER WORDS,,Language,Words & Word Play,1
5145,5023,1,BIG COUNTRY,,Geography,Countries,1
5151,5029,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
5160,5038,1,WARS BY BATTLE,,History,War,1
5162,5040,1,2001 U.S. STAMPS,,Other,Stamps,1
5172,5050,1,GOOD EATS,,Culture,Food & Drink,1
5188,5066,1,BOOKS & AUTHORS,,Language,Literature,1
5194,5072,2,MMM...PIE,,Culture,Food & Drink,1
5201,5079,1,COLOR FILMS,,Entertainment,Movies & Film,1
5239,5117,1,STARS ON FLAGS,,Other,Flags,1
5240,5118,1,QUEENS,,History,Monarchies,1
5243,5121,2,OSCAR'S SUPPORTING ACTORS,,Entertainment,The Oscars,1
5246,5124,2,"ROCK ME, AMADEUS",,Music,Classical Music,1
5250,5128,1,HARD ROCK CAFE,,Music,Contemporary Music,1
5251,5129,1,A NOVEL CATEGORY,,Language,Literature,1
5266,5144,1,CITIES BY HOTEL,,Other,Hotels,1
5268,5146,2,OIL PAINTING,,Culture,Art,1
5269,5147,2,"""SPACE"" MOVIES",,Entertainment,Movies & Film,1
5279,5157,1,BIRDIES,,Nature,Birds,1
5284,5161,2,THE KINGS OF ENGLAND,,History,Monarchies,1
5297,5174,2,"THE FRENCH KING, C'EST MOI",,History,Monarchies,1
5307,5184,2,BIG OLD ISLANDS,,Geography,Islands,1
5320,5197,2,BEETHOVEN,,Music,Classical Music,1
5335,5212,2,IT'S A LONG STORY,,Language,Literature,1
5365,5242,3,HITCHCOCK FILMS,,Entertainment,Movies & Film,1
5386,5263,2,CAPITAL CITY HOTELS,,Other,Hotels,1
5387,5264,2,PORTRAIT OF THE ARTIST,,Culture,Art,1
5390,5267,2,4-LETTER FILMS,,Entertainment,Movies & Film,1
5399,5276,2,TV NOSTALGIA,,Entertainment,Television,1
5401,5278,2,LOST VEGAS,,Other,Hotels,1
5405,5282,1,U.S. ISLANDS,,Geography,Islands,1
5443,5320,3,FAMOUS SHIPS,,History,Ships & Sailors,1
5445,5322,1,MOVIE ROLES,,Entertainment,Movies & Film,1
5446,5323,1,MUSEUMS,,Culture,Museums,1
5453,5330,2,SHOW TIME,,Entertainment,Television,1
5454,5331,2,SOUL FOOD,,Culture,Food & Drink,1
5483,5359,1,"""SON"" PRESIDENTS",,Politics,Presidents,1
5485,5361,1,PLANTS & TREES,,Nature,Plants,1
5488,5364,1,VERBIAGE,,Language,Words & Word Play,1
5508,5383,3,WORDPLAY,,Language,Words & Word Play,1
5533,5407,2,BLUE,,Other,Colors,1
5548,5422,1,WORLD CAPITALS,,Geography,Cities,1
5549,5423,1,HIT SONGS,,Music,Contemporary Music,1
5584,5458,2,"MOVIES OF THE ""YEAR""",,Entertainment,Movies & Film,1
5588,5462,1,SPORTS TEAM NICKNAMES,,Sports,Teams,1
5590,5464,1,OFFICIAL STATE THINGS,,Geography,States,1
5595,5469,2,GOVERNMENT & POLITICS,,Politics,Government,1
5599,5473,3,POP MUSIC,,Music,Contemporary Music,1
5600,5474,1,THE BROOKLYN BRIDGE,,Science,Engineering,1
5609,5483,2,OBSERVATIONS & CELEBRATIONS,,Culture,Events,1
5610,5484,2,PULITZER PRIZES,,Culture,Awards,1
5615,5489,1,IN GOD'S NAME,,Religion,God & Gods,1
5619,5493,2,LITERATURE,,Language,Literature,1
5622,5496,2,OPERA,,Culture,Theatre,1
5624,5498,2,ART & ARTISTS,,Culture,Art,1
5625,5499,3,MOUNTAINS,,Geography,Mountains,1
5628,5502,1,MUSEUMS,,Culture,Museums,1
5629,5503,1,HEALTH & MEDICINE,,Science,Health,1
5656,5530,1,A WORLD OF CRITTERS,,Nature,Zoology,1
5658,5532,2,THE ELEMENTS,,Science,Chemistry,1
5672,5546,2,SPORTS GREATS,,Sports,Competition,1
5680,5554,1,'90s SITCOMS,,Entertainment,Television,1
5701,5575,2,"ART ""C""",,Culture,Art,1
5705,5579,1,TREES,,Nature,Trees,1
5733,5607,1,FIRST NOVELS,,Language,Literature,1
5750,5624,2,U.S. COINS,,Other,Money,1
5770,5644,1,MULTIPLE TONY WINNERS,,Culture,Theatre,1
5780,5653,2,ADJECTIVES,,Language,Words & Word Play,1
5781,5654,3,PULITZER PRIZE WINNERS,,Entertainment,The Oscars,1
5791,5664,2,NOBEL PEACE PRIZE WINNERS,,Culture,Awards,1
5796,5669,1,OUR AVIAN FRIENDS,,Nature,Birds,1
5798,5671,1,SEAMANSHIP,,History,Ships & Sailors,1
5804,5677,2,BIG SCREEN ROYALTY,(Alex: You have to identify the monarch; we'll give you the years & the personality portraying the monarch.),History,Monarchies,1
5827,5700,2,BOOK LEARNIN',,Language,Literature,1
5828,5701,2,NHL LOGOS,,Sports,Teams,1
5829,5702,2,SUPREME COURT JUSTICES,,Politics,Law,1
5835,5708,1,FAMILIAR PHRASES,,Language,Phrases,1
5837,5710,1,WE'RE NO. 2!,,Music,Contemporary Music,1
5872,5745,3,LITERATURE & FILM,,Entertainment,Movies & Film,1
5874,5747,1,TV NUMBERS,,Entertainment,Television,1
5882,5754,2,EAT YOUR FRUITS & VEGGIES,,Culture,Food & Drink,1
5894,5766,2,TO TELL THE TRUCE,,History,War,1
5930,5801,1,ADD A LETTER,,Language,Letters & Letter Play,1
5945,5816,2,HITS OF THE '60s,,Music,Contemporary Music,1
5959,5829,2,FOLK MUSIC,,Music,Contemporary Music,1
5973,5842,2,"A ""LITTLE"" LIT",,Language,Literature,1
6029,5896,1,5 BANDS,,Music,Contemporary Music,1
6052,5918,2,THEIR FIRST NOVELS,,Language,Literature,1
6065,5931,2,PLAYS,,Language,Shakespeare,1
6074,5940,2,ROYAL BRITANNIA,,History,Monarchies,1
6077,5943,2,OFFICIAL STATE THINGS,,Geography,States,1
6085,5951,1,YOU GOTTA HAVE ART,,Culture,Art,1
6092,5958,2,U.S. STATE NAMES,,Geography,States,1
6093,5959,3,THE U.S. GOVERNMENT,,Politics,Government,1
6119,5985,3,ARTISTS,,Culture,Art,1
6133,5999,1,COLORFUL LITERATURE,,Language,Literature,1
6165,6030,2,QUEEN,,History,Monarchies,1
6176,6041,1,THAT'S NONE OF YOUR BUSINESS,,Business,Companies,1
6184,6049,3,WORD ORIGINS,,Language,Words & Word Play,1
6198,6063,1,POETS & POETRY,,Language,Literature,1
6205,6069,2,ALBUMS,,Music,Contemporary Music,1
6215,6079,1,DO THE HITS,,Music,Contemporary Music,1
6222,6086,2,HAUTE DOGS,,Nature,Pets,1
6223,6087,3,THE ACADEMY AWARDS,,Entertainment,The Oscars,1
6227,6091,1,HOTELS,,Other,Hotels,1
6232,6096,2,EMMY FACTS,,Entertainment,Television,1
6241,6105,1,THEY'RE LYRICAL,,Music,Contemporary Music,1
6283,6147,2,MEAT & POTATOES,(Alex: A better team!),Culture,Food & Drink,1
6321,6185,2,DANCE,,Culture,Dance,1
6322,6186,2,STAMPS CELEBRATE THE 19-AUGHTS,,Other,Stamps,1
6336,6200,2,WOMEN WRITERS,,History,Famous Women,1
6348,6212,2,CLASSIC CINEMA,,Entertainment,Movies & Film,1
6356,6220,1,NON-RELIGIOUS HOLIDAYS,,Culture,Events,1
6357,6221,1,ISLANDS,,Geography,Islands,1
6369,6233,1,LET'S TAKE A PEAK,,Geography,Mountains,1
6376,6240,2,FOR THE BIRDS,,Nature,Birds,1
6380,6244,1,STATE CAPITALS,,Geography,Cities,1
6382,6246,1,HOW ABOUT A REVIVAL?,,Music,Contemporary Music,1
6385,6249,1,"RED, WHITE OR BLUE","(Alex: And in the spirit of '76, we have...)",Other,Colors,1
6405,6269,3,19th CENTURY PRESIDENTS,,Politics,Presidents,1
6414,6278,2,LET'S EAT CHINESE,,Culture,Food & Drink,1
6425,6289,2,NOVELS,,Language,Literature,1
6426,6290,2,FILM SCHOOL,,Entertainment,Movies & Film,1
6427,6291,2,PAINTERS & PAINTINGS,,Culture,Art,1
6429,6293,2,SHE USED TO BE IN CHARGE,(Alex: You have to name the country for us in...),Politics,World Leaders,1
6434,6298,1,ISLAND HOPPING,,Geography,Islands,1
6443,6307,2,HIT TV,,Entertainment,Television,1
6445,6309,1,SHOWTIME AT THE APOLLO PROGRAM,,Science,Outer Space,1
6452,6316,2,MOVIE MUSIC,,Entertainment,Movies & Film,1
6455,6319,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
6461,6324,1,THE OLYMPICS,,Sports,Competition,1
6478,6340,2,DASH,,Sports,Competition,1
6490,6352,2,BRITISH POETS & POETRY,,Language,Literature,1
6492,6354,2,SONGS OF THE '70s,,Music,Contemporary Music,1
6500,6362,1,STAMPS OF APPROVAL,,Other,Stamps,1
6501,6363,1,THE FORTUNE 500,,Business,Companies,1
6503,6365,2,CHRIS COLUMBUS,(Alex: Didn't we just do that?),Entertainment,Movies & Film,1
6507,6369,2,MEDICAL PREFIXES,,Language,Words & Word Play,1
6514,6376,1,MEASURING UP,,Science,Measurements,1
6520,6382,2,FRUITS & VEGETABLES,,Culture,Food & Drink,1
6522,6384,3,U.S. STATES,,Geography,States,1
6541,6403,1,WORD & PHRASE ORIGINS,,Language,Phrases,1
6549,6411,1,STATE CAPITALS,,Geography,Cities,1
6556,6418,2,QUITE A DISH,,Culture,Food & Drink,1
6567,6429,1,COLOR MY WORLD,,Other,Colors,1
6597,6458,2,MAD DOGS,,Nature,Pets,1
6614,6475,1,WORLD HISTORY,,Geography,Countries,1
6615,6476,1,POP GOES THE MUSICAL,,Culture,Theatre,1
6630,6491,1,FRUITS & VEGETABLES,,Culture,Food & Drink,1
6642,6503,1,FOOD & DRINK BRANDS,,Business,Brands,1
6643,6504,1,ISLAND HOPPING,,Geography,Islands,1
6646,6507,2,A GOOD BOOK,,Language,Literature,1
6662,6522,2,NORSE MYTHOLOGY,,Religion,God & Gods,1
6664,6524,2,ADJECTIVES,,Language,Words & Word Play,1
6665,6525,3,LANGUAGES,,Language,Languages,1
6669,6529,1,MONTHLY NAME ORIGINS,,Culture,Events,1
6684,6544,1,FROM THE LATIN,(Alex: Information...),Language,Words & Word Play,1
6688,6548,2,WINTER SPORTS,,Sports,Competition,1
6689,6549,2,ISLANDS,,Geography,Islands,1
6694,6554,1,BRIDGES TO THE FUTURE,,Science,Engineering,1
6699,6559,2,ART & ARTISTS,,Culture,Art,1
6702,6562,2,THE VEEP,,Politics,Presidents,1
6707,6567,1,A NUMBER IN THE TEENS,,Other,Numbers & Number Play,1
6714,6574,2,BALLET,,Culture,Theatre,1
6718,6578,1,A COUNTRY OF AFRICA,,Geography,Countries,1
6722,6582,1,CARD GAMES,,Entertainment,Games,1
6724,6584,2,STATES OF THE UNION,,Geography,States,1
6725,6585,2,MOVIES,,Entertainment,Movies & Film,1
6727,6587,2,SHAKESPEARE,,Language,Shakespeare,1
6731,6591,1,BODIES OF WATER,,Geography,Bodies of Water,1
6736,6596,1,LETTER PERFECT,,Language,Letters & Letter Play,1
6741,6601,2,IT'S ELEMENTAL,,Science,Chemistry,1
6763,6623,2,BOOKS & AUTHORS,,Language,Literature,1
6764,6624,2,OSCAR YOUTH,,Entertainment,The Oscars,1
6765,6625,2,U.S. COINS,,Other,Money,1
6766,6626,2,MOUNTAINS,,Geography,Mountains,1
6767,6627,2,COLORS IN ITALIAN,,Other,Colors,1
6771,6631,1,FUN WITH FLOWERS,,Nature,Plants,1
6777,6637,2,THE DUSTIN HOFFMAN FILM FESTIVAL,,Entertainment,Movies & Film,1
6794,6654,3,WORLD CAPITALS,,Geography,Cities,1
6798,6658,1,BRAND NAMES,,Business,Brands,1
6810,6669,1,SHALL WE DANCE?,,Culture,Dance,1
6820,6679,3,POPULAR SONG,,Music,Contemporary Music,1
6824,6683,1,BRIDGES,,Science,Engineering,1
6832,6691,2,YOU'RE AN ANIMAL,,Nature,Zoology,1
6834,6693,1,STATE SUPERLATIVES,,Geography,States,1
6846,6705,3,FAMILIAR PHRASES,,Language,Phrases,1
6870,6729,2,MUSIC APPRECIATION,,Music,Classical Music,1
6883,6741,2,LONG LIVE THE KING!,,History,Monarchies,1
6891,6749,1,OSCAR,,Entertainment,The Oscars,1
6905,6763,2,THE DREADED OPERA CATEGORY,,Culture,Theatre,1
6925,6783,1,STATE BIRDS,,Nature,Birds,1
6927,6785,1,OLD GLORY,,Other,Flags,1
6932,6790,2,ROCK HISTORY,,Music,Contemporary Music,1
6951,6809,1,ISLAND HOPPING,,Geography,Islands,1
6963,6821,3,NOBEL PRIZE WINNERS,,Culture,Awards,1
6990,6848,1,VICE PRESIDENTS,,Politics,Presidents,1
6998,6856,2,'80s ROCK,,Music,Contemporary Music,1
7002,6860,3,THE MOVIES,,Entertainment,Movies & Film,1
7003,6861,1,OFFICIAL STATE FOODS,,Geography,States,1
7006,6864,1,I FEEL LIKE DANCIN'!,,Culture,Dance,1
7011,6869,2,SHAKESPEARE PLAYS,"(Alex: We'll give you a quote, you identify the play.)",Language,Shakespeare,1
7020,6878,1,OUT OF THIS WORLD,,Science,Outer Space,1
7070,6928,1,COOKIN' IN NEW ORLEANS,,Culture,Food & Drink,1
7080,6938,3,5-LETTER WORDS,,Language,Words & Word Play,1
7082,6940,1,TV MOVIES,,Entertainment,Movies & Film,1
7093,6951,3,U.S. STATE CAPITALS,,Geography,Cities,1
7123,6981,1,MAN ON BOARD,,History,Ships & Sailors,1
7130,6987,2,THOUSAND ISLAND,,Geography,Islands,1
7137,6992,1,FLAG ME DOWN,,Other,Flags,1
7148,7002,1,CHARACTERS IN MUSICALS,,Culture,Theatre,1
7153,7007,2,"A ""WOMAN"" OF THE MOVIES",,Entertainment,Movies & Film,1
7165,7019,2,POPE-POURRI,,Religion,The Church,1
7167,7021,2,THE 50 STATES,,Geography,States,1
7169,7023,2,OH MY GODS!,,Religion,God & Gods,1
7180,7034,2,THE OLYMPICS,,Sports,Competition,1
7186,7040,1,POP MUSIC,,Music,Contemporary Music,1
7193,7046,2,LET'S CHECK OUT SOME COLLEGES,,Other,Colleges & Universities,1
7194,7047,2,THE BIRDS & THE BEES,,Nature,Birds,1
7224,7076,1,THE BIRD IS THE WORD,,Nature,Birds,1
7231,7083,2,COLLEGE SPORTS TEAM NICKNAMES,,Other,Colleges & Universities,1
7234,7086,2,OH MY GODS!,,Religion,God & Gods,1
7247,7099,2,COLOSSUS,,Language,Words & Word Play,1
7266,7117,1,THE HUMAN ELEMENT,,Science,Chemistry,1
7292,7141,1,THIS MEANS WAR!,,History,War,1
7295,7144,2,OPERA,,Culture,Theatre,1
7303,7152,1,BRAND NAMES,,Business,Brands,1
7317,7165,1,MORE SONGS,,Music,Contemporary Music,1
7323,7171,2,YOU WROTE IT,,Language,Literature,1
7327,7175,3,PLAY & FILM TITLES,,Entertainment,Movies & Film,1
7329,7177,1,GIVING YOU THE MUSICAL TIME OF DAY,,Music,Contemporary Music,1
7335,7182,2,MOVIE MANIA,,Entertainment,Movies & Film,1
7347,7194,2,AMERICAN POETS & POETRY,,Language,Literature,1
7369,7216,1,WHICH U.S. CABINET DEPARTMENT?,,Politics,Government,1
7386,7231,2,A WALK ACROSS THE CHARLES BRIDGE,(Alex: ...in Prague.),Science,Engineering,1
7390,7235,2,THE GREEK ALPHABET,,Language,Letters & Letter Play,1
7391,7236,2,STATES FREAK,,Geography,States,1
7393,7238,1,COUNTRIES OF THE WORLD,,Geography,Countries,1
7401,7245,2,FOR BETTER OR VERSE,,Language,Literature,1
7409,7253,1,WHERE WORDS COME FROM,,Language,Words & Word Play,1
7420,7264,1,NO. 1 ALBUMS OF THE '90s,,Music,Contemporary Music,1
7429,7273,2,SPEAK OF THE DICKENS!,,Language,Literature,1
7436,7279,1,WOMEN'S FIRSTS,,History,Famous Women,1
7445,7288,1,MYTHOLOGY,,Religion,God & Gods,1
7453,7296,2,LITERARY QUOTES,,Language,Literature,1
7454,7297,2,"FISH, BIRD OR MAMMAL",,Nature,Birds,1
7462,7305,1,ALL BARK,,Nature,Trees,1
7467,7310,2,U.S. LAKES & RIVERS,,Geography,Bodies of Water,1
7495,7337,2,PRETTY PICTURES,,Culture,Art,1
7506,7348,2,THE NOBEL PEACE PRIZE,,Culture,Awards,1
7516,7357,2,SMALL ISLANDS,,Geography,Islands,1
7519,7359,2,COLLEGE TOWNS,,Other,Colleges & Universities,1
7533,7373,2,"""P""AINTERS & ""P""AINTING",,Culture,Art,1
7561,7399,3,U.S. BODIES OF WATER,,Geography,Bodies of Water,1
7585,7422,2,POETS & POETRY,,Language,Literature,1
7588,7425,1,STATE TREES,,Nature,Trees,1
7589,7426,1,ENTERTAINMENT AWARDS,,Entertainment,The Oscars,1
7590,7427,1,SYMBOLIC STOCKS,,Business,Companies,1
7603,7439,1,THE OLD COLLEGE TRY,,Other,Colleges & Universities,1
7608,7443,2,STORIED HOTELS,,Other,Hotels,1
7609,7444,2,FLOWERS,,Nature,Plants,1
7614,7448,1,BROADWAY: IT'S A CRIME!,,Culture,Theatre,1
7617,7451,1,BEER COUNTRY OF ORIGIN,,Geography,Countries,1
7620,7454,2,TEAMS' RETIRED JERSEYS,,Sports,Teams,1
7625,7459,3,'60s OSCAR-WINNING FILMS,,Entertainment,Movies & Film,1
7633,7467,2,TREES,,Nature,Trees,1
7665,7499,1,GOOD TOMES,,Language,Literature,1
7672,7506,2,FOREIGN CINEMA,,Entertainment,Movies & Film,1
7674,7508,2,SHALL WE PLAY A GAME?,,Entertainment,Games,1
7712,7544,2,FRUITS & VEGETABLES,,Culture,Food & Drink,1
7717,7549,1,LITERARY GEOGRAPHY,,Language,Literature,1
7729,7561,3,BEST PICTURE OSCAR WINNERS,,Entertainment,The Oscars,1
7739,7571,2,STATELY MUSEUMS,(Alex: You have to identify the state.),Culture,Museums,1
7748,7580,1,ROLE,,Entertainment,Movies & Film,1
7755,7586,3,THE GREEK ALPHABET,,Language,Letters & Letter Play,1
7757,7588,1,YOU'VE GOT COMPANY,,Business,Companies,1
7768,7599,3,GOVERNORS,,Politics,Government,1
7770,7600,1,THE 3rd FILM IN THE SERIES,,Entertainment,Movies & Film,1
7771,7601,1,WEBSITES,,Entertainment,Internet,1
7775,7605,2,FLOWERS,,Nature,Plants,1
7776,7606,2,THE GREAT AMERICAN SONGBOOK,,Music,Contemporary Music,1
7779,7609,2,THE WOMEN OF CONGRESS,,Politics,Government,1
7788,7618,2,AMERICAN WORLD CAPITALS,,Geography,Cities,1
7803,7632,2,LITERARY INSPIRATIONS,,Language,Literature,1
7807,7636,3,BEST PICTURE OSCAR WINNERS,,Entertainment,The Oscars,1
7821,7650,1,WORLD CITIES,,Geography,Cities,1
7838,7667,1,NATIONAL FLAGS,,Other,Flags,1
7840,7669,2,EUROPEAN COMPOSERS,,Music,Classical Music,1
7849,7677,1,WORD & PHRASE ORIGINS,,Language,Phrases,1
7855,7683,2,BRITISH ROYALTY,,History,Monarchies,1
7884,7712,3,'50s POP HITS,"(Alex: If you were too young to remember Marilyn Monroe, you're too young to remember this!)",Music,Contemporary Music,1
7885,7713,1,OFFICIAL STATE THINGS,,Geography,States,1
7886,7714,1,MULTI-MILLION SELLING ALBUMS,,Music,Contemporary Music,1
7892,7720,2,BEASTLY MOVIE TITLES,,Entertainment,Movies & Film,1
7905,7733,2,MUSICAL THEATRE,,Culture,Theatre,1
7913,7741,1,IT'S A DOG'S LIFE,,Nature,Pets,1
7921,7749,2,LOUNGING AT THE OPERA,,Culture,Theatre,1
7929,7757,1,YOUR TEETH,,Science,Teeth & Dentistry,1
7931,7759,2,NCAA TEAM NAME'S THE SAME,,Other,Colleges & Universities,1
7932,7760,2,WOMEN IN GOVERNMENT,,Politics,Government,1
7933,7761,2,ART STYLE ETYMOLOGY,,Culture,Art,1
7943,7771,2,ENGLISH LITERATURE,,Language,Literature,1
7944,7772,2,ANCIENT COINS,,Other,Money,1
7964,7791,1,WE LOVE BROADWAY MUSICALS,,Culture,Theatre,1
7969,7795,2,REACH FOR THE TOP,,Geography,Mountains,1
7974,7800,2,MY LIFE IN GAME SHOWS,(Alex: All of them are linked by...),Entertainment,Games,1
7983,7809,2,THE MUSICAL FABRIC STORE,,Music,Contemporary Music,1
8003,7829,1,ARE YOU READY FOR SOME FOOTBALL?,(Alex: Yes.),Sports,Teams,1
8006,7832,1,HOLIDAYS & OBSERVANCES,,Culture,Events,1
8007,7833,1,IN THE MIDDLE OF THE STATE,"(Alex: We'll give you some letters from the middle of a state, you have to tell us what the state is.)",Geography,States,1
8016,7841,1,SPORTS 2000,,Sports,Competition,1
8022,7847,2,TV & MOVIE ACTORS,,Entertainment,Television,1
8034,7859,2,MOUNTAINS,,Geography,Mountains,1
8042,7867,1,BANDS,,Music,Contemporary Music,1
8061,7885,2,FLAG TERMS,,Other,Flags,1
8068,7892,1,MOVIES BY THE NUMBERS,(Alex: There will probably be a number in each correct response.),Entertainment,Movies & Film,1
8082,7906,1,WAR STORIES,(Alex: You have to identify the war.),History,War,1
8092,7916,3,FILM CLASSICS,,Entertainment,Movies & Film,1
8096,7920,1,MAGAZINES,,Entertainment,Magazines & Newspapers,1
8118,7942,3,THE MOVIES,,Entertainment,Movies & Film,1
8153,7977,2,OPERA 101,,Culture,Theatre,1
8161,7984,1,STATE CAPITALS,,Geography,Cities,1
8172,7994,1,"""R""OCK MUSIC",,Music,Contemporary Music,1
8196,8017,3,LITERARY TREES,,Nature,Trees,1
8206,8027,2,CONGRESS,,Politics,Government,1
8207,8028,2,THE CENTURY IN WHICH...,,History,Chronology,1
8208,8029,2,FOOD PHRASES,,Language,Phrases,1
8222,8043,3,WORD ORIGINS,,Language,Words & Word Play,1
8226,8047,1,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
8232,8053,2,YE GODS!,,Religion,God & Gods,1
8234,8055,2,POET'S DICTIONARY,,Language,Literature,1
8242,8063,2,PACIFIC ISLANDS,,Geography,Islands,1
8243,8064,2,HARRISON FORD,,Entertainment,Movies & Film,1
8256,8077,2,POETS & POETRY,,Language,Literature,1
8272,8093,2,LET'S EAT CHINESE,,Culture,Food & Drink,1
8274,8095,3,THE SUPREME COURT,,Politics,Law,1
8300,8121,3,FRENCH ARTISTS,,Culture,Art,1
8304,8125,1,PLAYBILL,,Culture,Theatre,1
8316,8137,1,WHAT'S THE GOOD WORDSWORTH?,,Language,Literature,1
8341,8162,1,YE GODS!,,Religion,God & Gods,1
8360,8181,2,'70s SONGS,,Music,Contemporary Music,1
8369,8189,1,YOU'RE SO SWEET,,Culture,Food & Drink,1
8383,8202,1,YOU'VE GOT...,,Science,Health,1
8386,8205,2,BROADWAY,,Culture,Theatre,1
8394,8213,1,FLAGS,,Other,Flags,1
8407,8226,1,THIS MEANS WAR!,,History,War,1
8415,8234,2,MUSIC,,Music,Classical Music,1
8432,8251,1,'90s SITCOMS,,Entertainment,Television,1
8435,8254,1,IT'S A DOG'S LIFE,,Nature,Pets,1
8445,8264,1,SPORTS NOTABLES,,Sports,Competition,1
8450,8269,2,THE ELEMENTS,,Science,Chemistry,1
8459,8278,1,AMERICANA,,Geography,States,1
8461,8280,1,COLLEGE MOVIES,,Entertainment,Movies & Film,1
8475,8293,1,WORD ORIGINS,,Language,Words & Word Play,1
8491,8308,2,THE NATIONAL FILM REGISTRY,,Entertainment,Movies & Film,1
